endpoint_url,method,status,response_time_in_milliseconds,client,request_on
/rest/V1/categorylist/42,POST,200,1661,abcd,Invalid Date
/rest/V1/categorylist/42,POST,403,46,NA,Invalid Date
/rest/V1/categorylist/42,POST,200,1420,abcd,Invalid Date
/rest/V1/categorylist/42,POST,200,2482,abcd,Invalid Date
